Word		DirectURL	SourcePage	
sipul	; indeed, of course, definitely, positively			
siri	secret			
sirili	secret			
sisa	six			
sisacen	six hundred			
sisades	sixty			
sisadesyum	sixtieth			
sisagon	hexagon			
sisamesi	semester (_narrow sense_)			
sisaple	sextuple, sixfold			
sisayum	sixth			
sistema	system			
sistemali	systemic; systemically			
sistemapul	systematic; systematically			
sitafel	soursop, custard apple, guanabana, annona			
siu	sewing; sew			
siutora	sewing machine			
siuyen	tailor, sewer, seamster			
sivertu	sievert			
six	skewer, spit			
siya	approval; say yes (to), approve			
soba	morning	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Brisbane_Water_National_Park_sunrise.jpg/960px-Brisbane_Water_National_Park_sunrise.jpg	https://commons.wikimedia.org/wiki/File:Brisbane_Water_National_Park_sunrise.jpg	
sobayam	breakfast; have breakfast			
soberen	sovereign			
soberenya	sovereignty			
socebu	groin, inguen			
soda	soda, pop, carbonated drink	https://upload.wikimedia.org/wikipedia/commons/c/cf/Tumbler_of_cola_with_ice.jpg	https://commons.wikimedia.org/wiki/File:Tumbler_of_cola_with_ice.jpg	
sodar	sibling, brother, sister			
sodarya	brotherhood, sisterhood			
sodyum	sodium, Na	https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Na_%28Sodium%29.jpg/960px-Na_%28Sodium%29.jpg	https://en.wikipedia.org/wiki/File:Na_(Sodium).jpg	
sofa	sofa, couch			
sofi	wisdom			
Sofi	Sophia, Sophie			
sofilogi	philosophy			
sofilogiyen	philosopher			
sofipul	wise; wisely			
softwer	software			
soho	reciprocal; reciprocally, each other			
sohokoberi	overlap; overlap			
sohovada	agreement, commitment, deal; agree (to), commit (to)			
sokitan	coal			
Sokrate	Soctrates			
soksu	sock	https://upload.wikimedia.org/wikipedia/commons/4/42/HandKnittedWhiteLaceSock.jpg	https://en.wikipedia.org/wiki/File:HandKnittedWhiteLaceSock.jpg	
sokutu	fall, drop; fall	https://upload.wikimedia.org/wikipedia/commons/2/25/Free-fall.gif	https://commons.wikimedia.org/wiki/File:Free-fall.gif	
sokutugi	dropping; drop			
sol	only, merely, just, a mere			
sol-	only, merely, just			
Sola	Sol, Sun (_in our planetary system_)	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/The_Sun_in_white_light.jpg/960px-The_Sun_in_white_light.jpg	https://commons.wikimedia.org/wiki/File:The_Sun_in_white_light.jpg	
solabanyo	sunbath; sunbathe			
soladin	Sunday			
solaflura	sunflower	https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Sunflower_sky_backdrop.jpg/960px-Sunflower_sky_backdrop.jpg	https://en.wikipedia.org/wiki/File:Sunflower_sky_backdrop.jpg	
solainfracu	sunset, dusk			
solali	solar; solarly			
solapul	sunny; sunnily			
solasupracu	sunrise, dawn			
solli	pure; purely			
solo	Alone, lone, (the) sole, (the) only; alone			
solokrabe	hermit crab			
solosekso	masturbation; masturbate			
soloya	solitude			
soloyapul	solitary; solitarily			
soloyen	loner, solitaire, hermit, recluse			
solunbete	only child			
solunpul	unique; uniquely			
solusi	solution (_chemistry_); dissolve			
solya	mereness			
Somali	Somalia	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Somalia_%28orthographic_projection%292.png/960px-Somalia_%28orthographic_projection%292.png	https://en.wikipedia.org/wiki/File:Somalia_(orthographic_projection)2.png	
Somalisa	Somali (language)			
somno	sleep; sleep			
somnobao	sleeping bag			
somnogi	cause to sleep, put to sleep			
somnokamer	bedroom	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Berlin_Villa_Borsig_Tegel_asv2019-08_img09.jpg/960px-Berlin_Villa_Borsig_Tegel_asv2019-08_img09.jpg	https://en.wikipedia.org/wiki/File:Berlin_Villa_Borsig_Tegel_asv2019-08_img09.jpg	
somnone	sleeping			
somnoosis	insomnia			
somnopeldo	sleepy; sleepily			
somnovole	want to sleep, be sleepy			
Somov	Somov			
somu	garlic	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Garlic_bulbs_and_cloves.jpg/960px-Garlic_bulbs_and_cloves.jpg	https://en.wikipedia.org/wiki/File:Garlic_bulbs_and_cloves.jpg	
somuroti	garlic bread	https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Garlicbread.jpg/960px-Garlicbread.jpg	https://en.wikipedia.org/wiki/File:Garlicbread.jpg	
sonxi	loss; lose (_opposite of ewreka_)			
sonxido	lost			
sonzay	existence; exist			
sonzaylogi	ontology			
soprano	soprano			
soseji	sausage, cock (_penis_, _obscene_)			
soso	bro, sis, sib, brother, sister, sibling (_informal_)			
sosyal	social; socially			
sosyallogi	sociology			
sosyaltim	society			
soti	sound; (make a) sound			
sotigi	(cause to make a) sound, play (_instrument_)			
sotije	volume (_of sound_)			
sotikal	silent, quiet; silently, quietly			
sotikalya	silence, quietness			
sotilil	quiet			
sotilogi	acoustics			
sotimon	note, tone			
sotipul	loud			
Sovyeti	Soviet			
soxo	statue			
soya	soy, soybean, soya bean	https://upload.wikimedia.org/wikipedia/commons/8/82/Soybean.USDA.jpg	https://commons.wikimedia.org/wiki/File:Soybean.USDA.jpg	
soyo	itch; itch, feel itched, feel itchy			
su	_marks the genitive case_			
submiti	submission; submit (_a proposal, application, or other document for consideration_), file, present			
Sudan	Sudan	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Sudan_%28orthographic_projection%29_highlighted.svg/550px-Sudan_%28orthographic_projection%29_highlighted.svg.png	https://en.wikipedia.org/wiki/File:Sudan_(orthographic_projection)_highlighted.svg	
sude	south			
Sudeafrika	South Africa	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/ZAF_orthographic.svg/550px-ZAF_orthographic.svg.png	https://en.wikipedia.org/wiki/File:ZAF_orthographic.svg	
Sudeafrikali	South African			
Sudeafrikayen	South African			
sudedongu	southeast			
sudegarebi	southwest			
Sudekorea	South Korea			
sudeli	south, southern			
Sudesudan	South Sudan	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/South_Sudan_%28orthographic_projection%29_highlighted.svg/550px-South_Sudan_%28orthographic_projection%29_highlighted.svg.png	https://en.wikipedia.org/wiki/File:South_Sudan_(orthographic_projection)_highlighted.svg	
sudino	needle			
suferi	suffering; suffer (from)			
sugu	idiom, set phrase, common saying, expression			
suhe	dry; dryly			
suhegeo	desert	https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Rub_al_Khali_002.JPG/960px-Rub_al_Khali_002.JPG	https://en.wikipedia.org/wiki/File:Rub_al_Khali_002.JPG	
suhegras	hay			
suheprumu	prune	https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Rosales_-_Dried_Prunus_domestica_d.jpg/960px-Rosales_-_Dried_Prunus_domestica_d.jpg	https://en.wikipedia.org/wiki/File:Rosales_-_Dried_Prunus_domestica_d.jpg	
suheputo	raisin	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Raisins_01.jpg/960px-Raisins_01.jpg	https://en.wikipedia.org/wiki/File:Raisins_01.jpg	
sui	water	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Water_drop_001.jpg/960px-Water_drop_001.jpg	https://en.wikipedia.org/wiki/File:Water_drop_001.jpg	
suibloki	dam, barrage			
suifobi	hydrophobia, aquaphobia			
suikal	thirsty			
suipeldo	thirsty			
suipul	hydrated			
suisokutu	precipitation			
sujeto	subject (_grammar_)			
sukeri	sugar	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Sucre_blanc_cassonade_complet_rapadura.jpg/960px-Sucre_blanc_cassonade_complet_rapadura.jpg	https://en.wikipedia.org/wiki/File:Sucre_blanc_cassonade_complet_rapadura.jpg	
sukerosu	sucrose, saccharose			
suki	like; like			
sukigi	appeal; please, be pleasing to, appeal (to), be appealing (to)			
sukses	success; succeed			
suksespul	successful; successfully			
sukwa	watermelon	https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Taiwan_2009_Tainan_City_Organic_Farm_Watermelon_FRD_7962.jpg/500px-Taiwan_2009_Tainan_City_Organic_Farm_Watermelon_FRD_7962.jpg	https://en.wikipedia.org/wiki/File:Taiwan_2009_Tainan_City_Organic_Farm_Watermelon_FRD_7962.jpg	
Sulawesi	Celebes			
sulfur	sulfur, sulphur, S	https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Sulfur_-_El_Desierto_mine%2C_San_Pablo_de_Napa%2C_Daniel_Campos_Province%2C_Potos%C3%AD%2C_Bolivia.jpg/960px-Sulfur_-_El_Desierto_mine%2C_San_Pablo_de_Napa%2C_Daniel_Campos_Province%2C_Potos%C3%AD%2C_Bolivia.jpg	https://en.wikipedia.org/wiki/File:Sulfur_-_El_Desierto_mine	
suli	own, one's own			
suli namelexi	proper noun			
suli tosifulexi	proper adjective-adverb word			
Sulu	Sulu			
sumake	sumac, _Rhus_	https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Rhus_mysorensis_%28Mysore_Sumac%29_W2_IMG_3601.jpg/800px-Rhus_mysorensis_%28Mysore_Sumac%29_W2_IMG_3601.jpg	https://species.wikimedia.org/wiki/File:Rhus_mysorensis_(Mysore_Sumac)_W2_IMG_3601.jpg	
sumbole	ear (of corn, grain, etc), head, spike			
sumul	well, shaft			
suna	artificial, man-made; artificially			
sunami	tsunami	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/2004-tsunami.jpg/960px-2004-tsunami.jpg	https://en.wikipedia.org/wiki/File:2004-tsunami.jpg	
sunatofa	wig, toupee, hairpiece			
sunayen	android			
sungay	damage, harm, injury; damage, harm, hurt, injure, get damaged, get harmed, get hurt, get injured			
sungayne	harmful; harmfully			
sungen	dignity			
sungenkal	degrading			
sungenkalgi	indignation; degrade			
sungo	horn, antler			
suo	left			
suohantafil	left-handed			
suohantali	left-hand			
suohantaya	left-handedness			
supa	soup	https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Asparagus_soup_%28spargelsuppe%29.jpg/960px-Asparagus_soup_%28spargelsuppe%29.jpg	https://en.wikipedia.org/wiki/File:Asparagus_soup_(spargelsuppe).jpg	
super	superiority, aboveness			
supra	above, over			
supra-	super-, hyper-, over-			
supracu	rise			
suprafuha	upload; upload			
supragebo	upper arm	https://upload.wikimedia.org/wikipedia/commons/e/e4/UpperarmStd.jpg	https://commons.wikimedia.org/wiki/File:UpperarmStd.jpg	
supragi	put above, uplift, raise			
supraidi	ascent, ascension, climb; ascend, go up, climb			
suprali	superior, upper			
suprarealsim	hyperrealistic			
supratui 	thigh			
supraxanse	advantage			
supraya	superiority, aboveness; be above			
suprayen	superior			
suprem	supreme, supremely, greatest (possible), extreme, extremely; excellent, excellently, cool (_informal_)			
supremmo	extremely 			
sura	sun (_any star in a planetary system_)			
suratu	letter (_written message_)			
surfi	surfing; surf			
Suri	Syria	https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Syria_%28orthographic_projection%29_disputed.svg/553px-Syria_%28orthographic_projection%29_disputed.svg.png	https://en.wikipedia.org/wiki/File:Syria_(orthographic_projection)_disputed.svg	
Surinam	Suriname	https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/SURINAME_orthographic.svg/550px-SURINAME_orthographic.svg.png	https://en.wikipedia.org/wiki/File:SURINAME_orthographic.svg	
surka	vinegar	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Eguilles_20110828_14.jpg/960px-Eguilles_20110828_14.jpg	https://en.wikipedia.org/wiki/File:Eguilles_20110828_14.jpg	
surprisa	surprise; surprise			
surprisaatake	surprise attack			
susana	lily (flower)			
Susana	Susan			
susu	suck; suck			
sutun	pillar, column			
sutyen	bra, brassiere			
suxey	possession			
suya	possession; possess, own			
suyali pornamelexi	possessive pronoun			
suyali sifalexi	possessive adjective			
suyayen	owner			
suyon	swim; swim			
suyondom	(swimming) pool			
suyongi	cause to swim			
suyonkostum	swim suit, bathing suit			
suyonlabas	swim suit, bathing suit			
suyontul	fin, flipper			
suyonyen	swimmer			
Swahili	Swahili 			
Swahilisa	Swahili (language)			
Swahiliyen	Swahili (person)			
swal	question; ask (_pose a question_)			
Swatini	Eswatini	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Eswatini_on_the_globe_%28special_marker%29_%28Madagascar_centered%29.svg/600px-Eswatini_on_the_globe_%28special_marker%29_%28Madagascar_centered%29.svg.png	https://en.wikipedia.org/wiki/File:Eswatini_on_the_globe_(special_marker)_(Madagascar_centered).svg	
swe	tax; tax			
Sweri	Sweden	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/EU-Sweden_%28orthographic_projection%29.svg/960px-EU-Sweden_%28orthographic_projection%29.svg.png	https://en.wikipedia.org/wiki/File:EU-Sweden_(orthographic_projection).svg	
Swerili	Swedish			
Swerisa	Swedish (language)			
Sweriyen	Swede			
sweta	sweat, perspiration; sweat, perspire			
swetagi	cause to sweat			
swetapul	sweaty; sweatily			
sweter	sweater, pullover			
swici	(electrical) switch			
swikara	acceptance; accept			
swikaranenible	unacceptable; unacceptably			
swimo	jellyfish	https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Jelly_cc11.jpg/960px-Jelly_cc11.jpg	https://commons.wikimedia.org/wiki/File:Jelly_cc11.jpg	
swini	pig, hog, swine, _Sus_	https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Wild_Boar_Habbitat.jpg/960px-Wild_Boar_Habbitat.jpg	https://species.wikimedia.org/wiki/File:Wild_Boar_Habbitat.jpg	
swinimaso	pork			
Switze	Switzerland	https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Switzerland_%28orthographic_projection%29.svg/553px-Switzerland_%28orthographic_projection%29.svg.png	https://en.wikipedia.org/wiki/File:Switzerland_(orthographic_projection).svg	
Switzeli	Swiss			
Switzeyen	Swiss			
Swomi	Finland	https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/EU-Finland_%28orthographic_projection%29.svg/960px-EU-Finland_%28orthographic_projection%29.svg.png	https://en.wikipedia.org/wiki/File:EU-Finland_(orthographic_projection).svg	
Swomili	Finnish			
Swomisa	Finnish (language)			
Swomiyen	Finn			
syahe	black	https://upload.wikimedia.org/wikipedia/commons/c/cc/Color_icon_black_new2.png	https://commons.wikimedia.org/wiki/File:Color_icon_black_new2.png	
syahe prumu	black plum, java plum			
syaheberi	blackberry, _Rubus_	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Rubus_plicatus_fruit_kz1.jpg/960px-Rubus_plicatus_fruit_kz1.jpg	https://species.wikimedia.org/wiki/File:Rubus_plicatus_fruit_kz1.jpg	
syahemo	dark (_of color_)			
syensi	science			
syensili	scientific; scientifically			
syensiyen	scientist			
Syeraleon	Sierra Leone	https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Sierra_Leone_%28orthographic_projection%29.svg/550px-Sierra_Leone_%28orthographic_projection%29.svg.png	https://en.wikipedia.org/wiki/File:Sierra_Leone_(orthographic_projection).svg	
Syon	Zion			
tabako	tobacco	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/DunhillLightFlake.jpg/960px-DunhillLightFlake.jpg	https://en.wikipedia.org/wiki/File:DunhillLightFlake.jpg	
tabar	axe, ax, hatchet; hack			
tabasum	smile; smile	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Iraqi_girl_smiles.jpg/960px-Iraqi_girl_smiles.jpg	https://commons.wikimedia.org/wiki/File:Iraqi_girl_smiles.jpg	
tabasumgi	cause (somebody) to smile, make (somebody) smile			
tabel	(matrix) table			
tableta	tablet			
tabriku	congratulation; congratulate; congratulations			
tabu	taboo			
tabutu	coffin, casket			
taco	ostrich, _Struthionidae_	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Struthio_camelus_-_Etosha_2014_%283%29.jpg/960px-Struthio_camelus_-_Etosha_2014_%283%29.jpg	https://species.wikimedia.org/wiki/File:Struthio_camelus_-_Etosha_2014_(3).jpg	
tadiku	confirmation; confirm			
tafasir	interpretation, rendering, performance; interpret, render, perform			
tahal	spleen, milt			
tahamul	tolerance; tolerate, bear, stand, withstand, cope (with), resist			
tahta	plank, board	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Parker_Woodland_planks.jpg/960px-Parker_Woodland_planks.jpg	https://commons.wikimedia.org/wiki/File:Parker_Woodland_planks.jpg	
tahtu	throne	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Dais_2_%28PSF%29.png/500px-Dais_2_%28PSF%29.png	https://en.wikipedia.org/wiki/File:Dais_2_(PSF).png	
tahyo	compromise, concession, settlement, reconciliation; compromise, concede, settle, reconcile			
tair	(pneumatic) tire, tyre			
taji	crown	https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Imperial_State_Crown.png/539px-Imperial_State_Crown.png	https://en.wikipedia.org/wiki/File:Imperial_State_Crown.png	
takibu	pursuit; chase (after), pursue			
taklidu	imitation, mimicry; imitate, mimic			
taklidudo	imitated, mimicked			
takliduyen	imitator, impersonator			
tako	taco	https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/001_Tacos_de_carnitas%2C_carne_asada_y_al_pastor.jpg/960px-001_Tacos_de_carnitas%2C_carne_asada_y_al_pastor.jpg	https://en.wikipedia.org/wiki/File:001_Tacos_de_carnitas	
taksi	taxi	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Cabs.jpg/960px-Cabs.jpg	https://en.wikipedia.org/wiki/File:Cabs.jpg	
taksiyen	taxi driver			
talento	talent, aptitute, knack; be talented, cause to be talented, make talented			
talentopul	talented			
talisman	amulet, talisman			
talitipu	barnacle, cirriped, _Cirripedia_	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Haeckel_Cirripedia.jpg/500px-Haeckel_Cirripedia.jpg	https://species.wikimedia.org/wiki/File:Haeckel_Cirripedia.jpg	
taluji	snow; snow	https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/CargoNet_Di_12_Euro_4000_L%C3%B8nsdal_-_Bolna.jpg/960px-CargoNet_Di_12_Euro_4000_L%C3%B8nsdal_-_Bolna.jpg	https://en.wikipedia.org/wiki/File:CargoNet_Di_12_Euro_4000_L%C3%B8nsdal_-_Bolna.jpg	
talujibunhway	avalanche			
talujimon	snowflake			
talujitahta	snowboard			
talyum	thallium, Tl	https://upload.wikimedia.org/wikipedia/commons/b/bb/Thallium_pieces_in_ampoule.jpg	https://en.wikipedia.org/wiki/File:Thallium_pieces_in_ampoule.jpg	
tamadun	civilization; civilize			
tamadundo	civilized			
tamaduntim	civilization			
tamal	tamale	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Tamale_Oaxaque%C3%B1o.jpg/960px-Tamale_Oaxaque%C3%B1o.jpg	https://en.wikipedia.org/wiki/File:Tamale_Oaxaque%C3%B1o.jpg	
tamaluku	flattery, adulation; flatter, adulate			
tamarin	tamarind, _Tamarindus_	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Tamarindus_indica_tree.JPG/500px-Tamarindus_indica_tree.JPG	https://species.wikimedia.org/wiki/File:Tamarindus_indica_tree.JPG	
tamba	copper, Cu	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/NatCopper.jpg/960px-NatCopper.jpg	https://en.wikipedia.org/wiki/File:NatCopper.jpg	
tamburin	tambourine			
tami	sweet; sweetly			
Tamil	Tamil Nadu (_state in India_)			
Tamilli	Tamil			
Tamilsa	Tamil (language)			
Tamilyen	Tamil (person)			
tamipatato	sweet potato	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Ipomoea_batatas_006.JPG/960px-Ipomoea_batatas_006.JPG	https://en.wikipedia.org/wiki/File:Ipomoea_batatas_006.JPG	
tamixey	sweet, sweetmeat, confectionary			
tamiya	sweetness			
tamlam	greed, avarice, cupidity, covetousness; covet			
tampon	tampon			
tange	tight; tightly			
tangente	tangent (_mathematics_)			
tanke	tank (_military_)	https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Mark_I_series_tank.jpg/960px-Mark_I_series_tank.jpg	https://en.wikipedia.org/wiki/File:Mark_I_series_tank.jpg	
tantalum	tantalum, Ta	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Tantalum_single_crystal_and_1cm3_cube.jpg/960px-Tantalum_single_crystal_and_1cm3_cube.jpg	https://en.wikipedia.org/wiki/File:Tantalum_single_crystal_and_1cm3_cube.jpg	
tanxiku	sigh; sigh			
tanxikugi	cause (somebody) to sigh, make (somebody) sigh			
Tanzani	Tanzania	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Tanzania_%28orthographic_projection%29.svg/600px-Tanzania_%28orthographic_projection%29.svg.png	https://en.wikipedia.org/wiki/File:Tanzania_(orthographic_projection).svg	
